Class Catalogue - Class Search Results,,,,,,,
,,,,,,,
Search Type:,Class Search,,,,,,
Session:,Academic Year 2021/2022,,,,,,
Credit Scheme:,Strathclyde Standard 2003 and after,,,,,,
Classification:,Undergraduate,,,,,,
,,,,,,,
,,,,,,,
CODE,TITLE,CREDITS,LEVEL,UG/PG/CE,SEMESTER,EXCHANGE,ELECTIVE
BM434,Clinical Pharmacology,20,Level 4,Undergraduate,Semester 2 2021/22,Y,NE
CS456,Cloud Computing,20,Level 4,Undergraduate,Semester 2 2021/22,N,NE
CS268,Coding In Java For Novice Programmers,10,Level 2,Undergraduate,Semester 2 2021/22,N,NE
C8304,Cognition,20,Level 3,Undergraduate,Semester 2 2021/22,Y,NE
C8201,Cognition And Neuropsychology,20,Level 2,Undergraduate,Semester 2 2021/22,Y,NE
CS110,Combinatorics For Computer Science 1,10,Level 1,Undergraduate,Semester 2 2021/22,Y,NE
M9209,Commercial Law,20,Level 2,Undergraduate,Semester 2 2021/22,Y,NE
P3308,"Communicating Politics: Truth, Legitimacy, Participation",20,Level 3,Undergraduate,Semester 2 2021/22,Y,PE
M9476,Competition Policy And Market Intervention: Comparison The East & West,20,Level 4,Undergraduate,Semester 2 2021/22,Y,EO
MM300,Complex Variables And Integral Transforms,20,Level 3,Undergraduate,Semester 2 2021/22,N,PE
CS458,Computational Approaches To Optimisation,20,Level 4,Undergraduate,Semester 2 2021/22,N,NE
21518,Computational Free-Surface Hydrodynamics,10,Level 5,Undergraduate,Semester 2 2021/22,Y,NE
CS111,Computational Thinking (Ga),20,Level 1,Undergraduate,Semester 2 2021/22,N,NE
CS354,Computer Networks,15,Level 3,Undergraduate,Semester 2 2021/22,N,NE
CS216,Computer Systems And Architecture (Exchange),10,Level 2,Undergraduate,Semester 2 2021/22,Y,NE
19449,Computer Vision,10,Level 4,Undergraduate,Semester 2 2021/22,Y,NE
CL305,Construction Project Management,10,Level 3,Undergraduate,Semester 2 2021/22,Y,NE
MG419,Contemporary Issues And Trends In International Business,20,Level 4,Undergraduate,Semester 2 2021/22,N,NE
MG508,Contemporary Issues And Trends In International Business,20,Level 5,Undergraduate,Semester 2 2021/22,N,NE
MG417,Contemporary Issues In Management,20,Level 4,Undergraduate,Semester 2 2021/22,N,NE
MG500,Contemporary Issues In Management,20,Level 5,Undergraduate,Semester 2 2021/22,N,PE
AG310,Contemporary Management Accounting,10,Level 3,Undergraduate,Semester 2 2021/22,Y,NE
QQ424,Contemporary Scottish Literature,20,Level 4,Undergraduate,Semester 2 2021/22,Y,NE
MG318,Contemporary Trends In Management Practice,20,Level 3,Undergraduate,Semester 2 2021/22,Y,PE
AG431,Corporate Investment,20,Level 4,Undergraduate,Semester 2 2021/22,N,EO
AG512,Corporate Investment,20,Level 5,Undergraduate,Semester 2 2021/22,N,EO
QQ423,Creative Economies And The Culture Industry,20,Level 4,Undergraduate,Semester 2 2021/22,Y,PE
P3408,Creative Writing Portfolio,20,Level 4,Undergraduate,Semester 2 2021/22,Y,NE
M9307,Crime And Punishment,20,Level 3,Undergraduate,Semester 2 2021/22,Y,NE
M9419,Criminal Law,20,Level 4,Undergraduate,Semester 2 2021/22,N,PE
C8464,Critical Review For Exchange Students,10,Level 4,Undergraduate,Semester 2 2021/22,Y,PE
B1123,Culture And Context Of Sport And Physical Activity,20,Level 1,Undergraduate,Semester 2 2021/22,N,NE
WE400,Current Issues In Tourism Sustainability,20,Level 4,Undergraduate,Semester 2 2021/22,Y,EO
X7344,Curricular Studies 2: Technological Education,20,Level 3,Undergraduate,Semester 2 2021/22,N,NE
MM107,Data Analysis And Presentation,10,Level 1,Undergraduate,Semester 2 2021/22,Y,EO
B1372,"Data Analytics In Sport, Physical Activity And Health",20,Level 3,Undergraduate,Semester 2 2021/22,N,PE
DM100,Design 1,20,Level 1,Undergraduate,Semester 2 2021/22,N,PE
AB116,Design 1b,30,Level 1,Undergraduate,Semester 2 2021/22,N,NE
AB215,Design 2a,30,Level 2,Undergraduate,Semester 2 2021/22,N,NE
AB216,Design 2b,30,Level 2,Undergraduate,Semester 2 2021/22,N,NE
AB323,Design 3b,30,Level 3,Undergraduate,Semester 2 2021/22,N,NE
NM513,Design And Construction Of Fpso'S,10,Level 5,Undergraduate,Semester 2 2021/22,Y,NE
EO403,Design For X,20,Level 3,Undergraduate,Semester 2 2021/22,N,PE
CS451,Design Patterns And Software Architecture,20,Level 4,Undergraduate,Semester 2 2021/22,N,NE
DM203,Design Prototyping,20,Level 2,Undergraduate,Semester 2 2021/22,Y,PE
AB108,Design Studios 1c,20,Level 1,Undergraduate,Semester 2 2021/22,Y,NE
AB109,Design Studios 1d,20,Level 1,Undergraduate,Semester 2 2021/22,Y,NE
AB210,Design Studios 2c,20,Level 2,Undergraduate,Semester 2 2021/22,Y,NE
X7352,Designing Educational Research,20,Level 3,Undergraduate,Semester 2 2021/22,N,PE
L2347,Designing Qualitative Research,20,Level 3,Undergraduate,Semester 2 2021/22,N,PE
L2348,Designing Quantitative Research,20,Level 3,Undergraduate,Semester 2 2021/22,N,PE
MG212,Destination Marketing Management,20,Level 2,Undergraduate,Semester 2 2021/22,Y,PE
CS452,Developing Cross-Platform Apps For Mobile Devices,20,Level 4,Undergraduate,Semester 2 2021/22,N,NE
P3413,Digital Communication And Society,20,Level 4,Undergraduate,Semester 2 2021/22,Y,EO
CS414,Digital Forensics,20,Level 4,Undergraduate,Semester 2 2021/22,Y,NE
CS459,Digital Forensics,20,Level 4,Undergraduate,Semester 2 2021/22,N,NE
P3208,"Digital Media: History, Theory And Practice",20,Level 2,Undergraduate,Semester 2 2021/22,Y,EO
X7207,Digital Technologies In Language Education,20,Level 2,Undergraduate,Semester 2 2021/22,Y,NE
P3414,Digital Tools And Skills For Journalism,20,Level 4,Undergraduate,Semester 2 2021/22,Y,EO
B1405,Dissertation,40,Level 4,Undergraduate,Semester 2 2021/22,N,NE
QQ705,Dissertation In English,20,Level 4,Undergraduate,Semester 2 2021/22,N,NE
P3404,Dissertation In Journalism,20,Level 4,Undergraduate,Semester 2 2021/22,N,NE
CS421,Distributed Information Systems,230,Level 4,Undergraduate,Semester 2 2021/22,N,NE
CS549,Distributed Information Systems,20,Level 5,Undergraduate,Semester 2 2021/22,Y,NE
L2437,Domestic Security,20,Level 4,Undergraduate,Semester 2 2021/22,N,PE
QQ332,Dramatic Writing,20,Level 3,Undergraduate,Semester 2 2021/22,Y,NE
BF107,Dubai Study Visit - Ug,2,Level 1,Undergraduate,Semester 2 2021/22,N,EO
MM514,Dynamical Models In Epidemiology,20,Level 5,Undergraduate,Semester 2 2021/22,N,PE
X7211,Education And Learning,20,Level 2,Undergraduate,Semester 2 2021/22,Y,PE
M9364,Education Law,20,Level 3,Undergraduate,Semester 2 2021/22,Y,EO
X7449,Educational Representations In Film And Literature,20,Level 4,Undergraduate,Semester 2 2021/22,Y,EO
19222,Electrical Machines And Control,10,Level 2,Undergraduate,Semester 2 2021/22,Y,PE
19207,Electromagnetism,10,Level 2,Undergraduate,Semester 2 2021/22,Y,NE
L5328,"Emotions, Criminology And Criminal Justice",20,Level 3,Undergraduate,Semester 2 2021/22,Y,PE
CC208,Employment Law,20,Level 2,Undergraduate,Semester 2 2021/22,N,NE
M9309,Employment Law,20,Level 3,Undergraduate,Semester 2 2021/22,Y,NE
M9339,Employment Law (Clinical),20,Level 3,Undergraduate,Semester 2 2021/22,N,NE
HR303,Employment Relations,20,Level 3,Undergraduate,Semester 2 2021/22,Y,PE
EO406,Energy Fundamentals & Applications,20,Level 4,Undergraduate,Semester 2 2021/22,N,PE
ME404,Energy Systems Modelling,10,Level 4,Undergraduate,Semester 2 2021/22,Y,NE
ME315,Engineering Analysis (Fea),10,Level 3,Undergraduate,Semester 2 2021/22,N,NE
16367,Engineering Analysis 3 (Sem2),10,Level 3,Undergraduate,Semester 2 2021/22,Y,NE
NM217,"Engineering Applications For Naval Architects, Ocean & Marine Engineers",10,Level 2,Undergraduate,Semester 2 2021/22,Y,NE
CL520,Engineering Challenges In Nuclear Decommissioning,10,Level 5,Undergraduate,Semester 2 2021/22,Y,PE
16565,Engineering Composites,10,Level 5,Undergraduate,Semester 2 2021/22,Y,NE
56213,Engineering Design And Manufacture,10,Level 2,Undergraduate,Semester 2 2021/22,Y,NE
ME416,Engineering Ethics,10,Level 4,Undergraduate,Semester 2 2021/22,Y,NE
EF103,Engineering Fundamentals,10,Level 1,Undergraduate,Semester 2 2021/22,N,NE
ME418,Engineering Materials Selection (Sem2),5,Level 4,Undergraduate,Semester 2 2021/22,Y,NE
MM114,Engineering Mathematics 2e,20,Level 1,Undergraduate,Semester 2 2021/22,Y,NE
CL332,Engineering Mathematics B (Exchange),10,Level 3,Undergraduate,Semester 2 2021/22,Y,EO
CL138,Engineering Mechanics (Ijep),10,Level 1,Undergraduate,Semester 2 2021/22,N,NE
CL134,Engineering Mechanics 2,20,Level 1,Undergraduate,Semester 2 2021/22,N,NE
QQ119,English 1b,20,Level 1,Undergraduate,Semester 2 2021/22,Y,PE
QQ339,English And Creative Writing Work Placement,20,Level 3,Undergraduate,Semester 2 2021/22,N,EO
M9355,English Law Of Contract And Restitution,20,Level 3,Undergraduate,Semester 2 2021/22,Y,NE
M9438,English Law Of Evidence,20,Level 4,Undergraduate,Semester 2 2021/22,N,PE
M9359,English Law Of Property And Land,20,Level 3,Undergraduate,Semester 2 2021/22,N,NE
M9357,English Property And Land Law,20,Level 3,Undergraduate,Semester 2 2021/22,Y,NE
OB403,Entrepreneurial Mindset In The Workplace,10,Level 4,Undergraduate,Semester 2 2021/22,N,EO
CL248,Environmental And Hydraulic Engineering,10,Level 2,Undergraduate,Semester 2 2021/22,N,NE
P3728,Ethical Issues In Journalism,20,Level 4,Undergraduate,Semester 2 2021/22,Y,NE
CP305,"Ethics, Sustainability And Economics",20,Level 3,Undergraduate,Semester 2 2021/22,N,NE
L2308,European Politics,20,Level 3,Undergraduate,Semester 2 2021/22,Y,PE
M9212,European Union Law,20,Level 2,Undergraduate,Semester 2 2021/22,Y,NE
MG314,Event Management And Working In The Third Sector,20,Level 3,Undergraduate,Semester 2 2021/22,Y,PE
M9306,Evidence,20,Level 3,Undergraduate,Semester 2 2021/22,Y,NE
EX300,External Credit,60,Level 3,Undergraduate,Semester 2 2021/22,N,EO
PH492,External Placement Project,60,Level 4,Undergraduate,Semester 2 2021/22,N,NE
PH592,External Placement Project,60,Level 5,Undergraduate,Semester 2 2021/22,N,NE
EX502,External Study,45,Level 5,Undergraduate,Semester 2 2021/22,N,EO
EX111,External Study (Semester 2),10,Level 1,Undergraduate,Semester 2 2021/22,N,NE
EX113,External Study (Semester 2),30,Level 1,Undergraduate,Semester 2 2021/22,N,NE
EX114,External Study (Semester 2),40,Level 1,Undergraduate,Semester 2 2021/22,N,NE
EX115,External Study (Semester 2),50,Level 1,Undergraduate,Semester 2 2021/22,N,NE
EX116,External Study (Semester 2),60,Level 1,Undergraduate,Semester 2 2021/22,N,NE
EX311,External Study (Semester 2),40,Level 3,Undergraduate,Semester 2 2021/22,N,EO
EX216,External Study Level 2 S2,60,Level 2,Undergraduate,Semester 2 2021/22,N,NE
EX318,External Study Level 3 S2,60,Level 3,Undergraduate,Semester 2 2021/22,N,NE
EX410,External Study Level 4 S2,60,Level 4,Undergraduate,Semester 2 2021/22,N,NE
EX516,External Study Level 5 S2,60,Level 5,Undergraduate,Semester 2 2021/22,N,NE
EX411,External Study Module,40,Level 4,Undergraduate,Semester 2 2021/22,N,EO
EX314,External Study: Mechanical And Aerospace Engineering (Sem 2),60,Level 3,Undergraduate,Semester 2 2021/22,N,NE
Z1400,Family Business: Theory And Practice,20,Level 4,Undergraduate,Semester 2 2021/22,Y,PE
L2421,Feminism And Politics,20,Level 4,Undergraduate,Semester 2 2021/22,N,NE
CL504,Financial Engineering,10,Level 5,Undergraduate,Semester 2 2021/22,Y,EO
OB404,Financial Services,10,Level 4,Undergraduate,Semester 2 2021/22,N,EO
CH524,Fires And Explosives,5,Level 5,Undergraduate,Semester 2 2021/22,Y,NE
CH493,Fires And Explosives (Bsc Hons),5,Level 4,Undergraduate,Semester 2 2021/22,Y,NE
ME213,Flight And Spaceflight 1 (Sem2),5,Level 2,Undergraduate,Semester 2 2021/22,Y,PE
B6341,"Fluency, Voice And Counselling",20,Level 3,Undergraduate,Semester 2 2021/22,N,NE
ME303,Fluid Mechanics 3,10,Level 3,Undergraduate,Semester 2 2021/22,Y,NE
X9295,"Folk And Fairy Tales: Reuse, Retelling And Resilience",20,Level 2,Undergraduate,Semester 2 2021/22,Y,EO
V1704,For The Benefit Of Mankind? Human Experiments In History (Part 2),20,Level 4,Undergraduate,Semester 2 2021/22,N,EO
CH335,Forensic Science Drugs Of Abuse,10,Level 3,Undergraduate,Semester 2 2021/22,Y,NE
BM108,Foundation Biomolecular Sciences: Organisms And Diseases,20,Level 1,Undergraduate,Semester 2 2021/22,Y,NE
CS310,Foundations Of Artificial Intelligence,20,Level 3,Undergraduate,Semester 2 2021/22,Y,PE
B1125,Foundations Of Sport And Physical Activity Psychology,20,Level 1,Undergraduate,Semester 2 2021/22,N,NE
R1408,France Since 1945,10,Level 4,Undergraduate,Semester 2 2021/22,Y,PE
R1108,French 1b,20,Level 1,Undergraduate,Semester 2 2021/22,Y,PE
R1204,French Language 2b,20,Level 2,Undergraduate,Semester 2 2021/22,Y,PE
R1306,French Language 3b,20,Level 3,Undergraduate,Semester 2 2021/22,Y,PE
R1392,French Studies 3 - Erasmus/Jya/Overseas,10,Level 3,Undergraduate,Semester 2 2021/22,Y,PE
V1486,From Ancient Passions To Modern Feelings: The History Of Emotions 2,20,Level 4,Undergraduate,Semester 2 2021/22,N,EO
X9299,From Deficit To Strength Based Working In Multi-Professional Teams,20,Level 2,Undergraduate,Semester 2 2021/22,N,NE
V1325,From Samurai To Entrepreneurs: The Birth Of Modern Japan,20,Level 3,Undergraduate,Semester 2 2021/22,Y,PE
V1432,From Samurai To Entrepreneurs: The Birth Of Modern Japan,20,Level 4,Undergraduate,Semester 2 2021/22,Y,NE
CS260,Functional Thinking,10,Level 2,Undergraduate,Semester 2 2021/22,Y,NE
BM326,Fundamental Biochemistry,20,Level 3,Undergraduate,Semester 2 2021/22,Y,NE
BM328,Fundamental Biomedical Science: Haematology And Immunodiagnostics,20,Level 3,Undergraduate,Semester 2 2021/22,Y,NE
OB202,Fundamentals Of Business Analysis And Technology,40,Level 2,Undergraduate,Semester 2 2021/22,N,NE
CL139,Fundamentals Of Civil Engineering,10,Level 1,Undergraduate,Semester 2 2021/22,N,NE
CS107,Fundamentals Of Computer Systems,10,Level 1,Undergraduate,Semester 2 2021/22,Y,NE
X9175,"Gaelic: Language, Culture And Arts 2",20,Level 1,Undergraduate,Semester 2 2021/22,N,PE
P3312,Gender And Celebrity Culture,20,Level 3,Undergraduate,Semester 2 2021/22,Y,EO
P3467,Gender And Celebrity Culture,20,Level 4,Undergraduate,Semester 2 2021/22,Y,EO
P3466,Gender Issues In The Media,20,Level 4,Undergraduate,Semester 2 2021/22,Y,EO
M9474,Genocide And Crimes Against Humanity,20,Level 4,Undergraduate,Semester 2 2021/22,Y,EO
MM123,Geometry And Algebra,10,Level 1,Undergraduate,Semester 2 2021/22,Y,PE
MM103,Geometry And Algebra With Applications,20,Level 1,Undergraduate,Semester 2 2021/22,Y,NE
CL334,Geotechnical Engineering 1b (Exchange),10,Level 3,Undergraduate,Semester 2 2021/22,Y,EO
CL441,Geotechnical Engineering 2b (Exchange),10,Level 4,Undergraduate,Semester 2 2021/22,Y,EO
L5418,Global Challenges,20,Level 4,Undergraduate,Semester 2 2021/22,N,PE
M9464,Global Environmental Justice,20,Level 4,Undergraduate,Semester 2 2021/22,N,EO
L2412,Green Politics,20,Level 4,Undergraduate,Semester 2 2021/22,N,NE
CL507,Ground Improvement And Reinforcement,10,Level 5,Undergraduate,Semester 2 2021/22,Y,EO
CL519,Group Design Project B,20,Level 5,Undergraduate,Semester 2 2021/22,Y,NE
CS356,Group Project,15,Level 3,Undergraduate,Semester 2 2021/22,N,NE
L5419,Health Policy In An International Context,20,Level 4,Undergraduate,Semester 2 2021/22,N,PE
X2402,Hidden Voices (Vip4sd),10,Level 4,Undergraduate,Semester 2 2021/22,N,PE
NM443,High Performance Marine Structures,10,Level 4,Undergraduate,Semester 2 2021/22,Y,NE
NM437,High Speed Ships,10,Level 4,Undergraduate,Semester 2 2021/22,Y,NE
BE408,"Hip, Knee And Ankle Disarticulation Prosthetics",20,Level 4,Undergraduate,Semester 2 2021/22,N,NE
V1476,Histories Of Terrorism: Case Studies And Comparisons In The Modern Age 2,20,Level 4,Undergraduate,Semester 2 2021/22,N,EO
V1326,Historiography And Research Methods,20,Level 3,Undergraduate,Semester 2 2021/22,Y,PE
CC129,History 1b,20,Level 1,Undergraduate,Semester 2 2021/22,N,NE
V1103,History 1b,20,Level 1,Undergraduate,Semester 2 2021/22,Y,PE
V1379,History Work Placement,20,Level 3,Undergraduate,Semester 2 2021/22,Y,EO
C8433,Honours Cognition,20,Level 4,Undergraduate,Semester 2 2021/22,N,NE
L5410,Honours Dissertation,40,Level 4,Undergraduate,Semester 2 2021/22,N,NE
C8429,Honours Psychobiology,20,Level 4,Undergraduate,Semester 2 2021/22,N,NE
BE207,Human Cell Biology 2,10,Level 2,Undergraduate,Semester 2 2021/22,Y,NE
HR113,Human Resource Management Study Visit,2,Level 1,Undergraduate,Semester 2 2021/22,N,EO
M9308,Human Rights Law,20,Level 3,Undergraduate,Semester 2 2021/22,Y,NE
M9341,Human Rights Law (Clinical),20,Level 3,Undergraduate,Semester 2 2021/22,N,NE
M9424,Human Rights Law In Theory And Practice,20,Level 4,Undergraduate,Semester 2 2021/22,N,EO
V1942,"Imperialism, Politics And Society In Britain 1870-1914 2",20,Level 4,Undergraduate,Semester 2 2021/22,N,NE
R4226,Independence And Isolation In Spain & Latin America-Erasmus/Jya/Overseas,10,Level 2,Undergraduate,Semester 2 2021/22,Y,PE
L5119,"Individuals, Communities And Society",20,Level 1,Undergraduate,Semester 2 2021/22,N,NE
EC412,Industrial Economics,20,Level 4,Undergraduate,Semester 2 2021/22,N,PE
EC500,Industrial Economics,20,Level 5,Undergraduate,Semester 2 2021/22,N,EO
CS416,Industrial Placement 1,20,Level 4,Undergraduate,Semester 2 2021/22,N,NE
CS552,Industrial Placement 2 (Meng Computer Science),20,Level 5,Undergraduate,Semester 2 2021/22,N,NE
OS675,Inferno (An Introduction To Novel Writing Online),10,Level 1,Undergraduate,Semester 2 2021/22,N,NE
CS412,Information Access And Mining,20,Level 4,Undergraduate,Semester 2 2021/22,Y,NE
CS117,Information And Data 1,20,Level 1,Undergraduate,Semester 2 2021/22,N,NE
CS261,Information And Data 2,20,Level 2,Undergraduate,Semester 2 2021/22,N,NE
19989,Information Transmission And Security,10,Level 4,Undergraduate,Semester 2 2021/22,Y,NE
CH331,Inorganic Chemistry,10,Level 3,Undergraduate,Semester 2 2021/22,Y,NE
EC216,Intermediate Macroeconomics And Data Analysis,20,Level 2,Undergraduate,Semester 2 2021/22,N,PE
MK415,International Business Management,20,Level 4,Undergraduate,Semester 2 2021/22,N,EO
AG434,International Financial Management,20,Level 4,Undergraduate,Semester 2 2021/22,N,EO
AG514,International Financial Management,20,Level 5,Undergraduate,Semester 2 2021/22,N,EO
BF408,International Industry Project (S2),30,Level 4,Undergraduate,Semester 2 2021/22,N,NE
M9432,International Private Law,20,Level 4,Undergraduate,Semester 2 2021/22,N,NE
CC244,International Relations And Global Politics,20,Level 2,Undergraduate,Semester 2 2021/22,N,NE
L2422,International Relations Theory In A Global Age: Rethinking Key Concepts,20,Level 4,Undergraduate,Semester 2 2021/22,N,NE
M9352,Internet Law,20,Level 3,Undergraduate,Semester 2 2021/22,Y,EO
M9437,Internet Law (Honours),20,Level 4,Undergraduate,Semester 2 2021/22,N,EO
CH407,Interpretative Spectroscopy,5,Level 4,Undergraduate,Semester 2 2021/22,Y,NE
CH507,Interpretative Spectroscopy,5,Level 5,Undergraduate,Semester 2 2021/22,Y,NE
MS114,Introduction To Business Analysis And Technology - S2,10,Level 1,Undergraduate,Semester 2 2021/22,Y,EO
CS358,Introduction To C Programming,20,Level 3,Undergraduate,Semester 2 2021/22,N,EO
BE304,Introduction To Clinical Gait Analysis,20,Level 3,Undergraduate,Semester 2 2021/22,Y,EO
CS263,Introduction To Cyber Security,10,Level 2,Undergraduate,Semester 2 2021/22,N,NE
BF115,Introduction To Economics And Business Analysis And Technology,20,Level 1,Undergraduate,Semester 2 2021/22,N,PE
16130,Introduction To Engineering,10,Level 1,Undergraduate,Semester 2 2021/22,Y,PE
ME527,Introduction To Engineering Optimisation,10,Level 5,Undergraduate,Semester 2 2021/22,Y,NE
BF117,Introduction To Finance And Accounting,20,Level 1,Undergraduate,Semester 2 2021/22,N,PE
99202,Introduction To Forensic Science,10,Level 1,Undergraduate,Semester 2 2021/22,Y,PE
R1110,Introduction To French 1b,20,Level 1,Undergraduate,Semester 2 2021/22,Y,PE
SF104,Introduction To Higher Education (Stem Summer School),5,Level 1,Undergraduate,Semester 2 2021/22,N,PE
B1110,Introduction To Human Physiology And Nutrition,20,Level 1,Undergraduate,Semester 2 2021/22,N,NE
BF122,Introduction To International Business,10,Level 1,Undergraduate,Semester 2 2021/22,N,NE
R3111,Introduction To Italian 1b,20,Level 1,Undergraduate,Semester 2 2021/22,Y,PE
R5101,Introduction To Mandarin 1a,20,Level 1,Undergraduate,Semester 2 2021/22,Y,EO
BF119,Introduction To Marketing And Entrepreneurship,20,Level 1,Undergraduate,Semester 2 2021/22,N,PE
BM211,Introduction To Microbiology,20,Level 2,Undergraduate,Semester 2 2021/22,Y,NE
P3104,Introduction To News And Features 1b,20,Level 1,Undergraduate,Semester 2 2021/22,Y,PE
MM205,Introduction To Newtonian Mechanics,20,Level 2,Undergraduate,Semester 2 2021/22,Y,PE
BM213,Introduction To Pharmacology,20,Level 2,Undergraduate,Semester 2 2021/22,Y,NE
MM223,Introduction To Programming In R,10,Level 2,Undergraduate,Semester 2 2021/22,N,NE
CS269,Introduction To Programming Principles With Python,10,Level 2,Undergraduate,Semester 2 2021/22,N,NE
R4110,Introduction To Spanish 1b,20,Level 1,Undergraduate,Semester 2 2021/22,Y,PE
BF113,Introduction To Tourism And Managing People,20,Level 1,Undergraduate,Semester 2 2021/22,N,PE
M9216,Involuntary Obligations (Clinical),20,Level 2,Undergraduate,Semester 2 2021/22,N,NE
M9210,Involuntary Obligations: Delict And Unjustified Enrichment,20,Level 2,Undergraduate,Semester 2 2021/22,Y,NE
R3109,Italian 1b,20,Level 1,Undergraduate,Semester 2 2021/22,Y,PE
R3115,Italian 1b For Cced,20,Level 1,Undergraduate,Semester 2 2021/22,Y,NE
R3210,Italian 2b For Cced,20,Level 2,Undergraduate,Semester 2 2021/22,Y,NE
R3204,Italian Language 2b,20,Level 2,Undergraduate,Semester 2 2021/22,Y,PE
R3306,Italian Language 3b,20,Level 3,Undergraduate,Semester 2 2021/22,Y,PE
R3376,Italian Stage And Screen - Semester Two (Erasmus/Jya/Overseas),10,Level 3,Undergraduate,Semester 2 2021/22,Y,PE
P3402,Journalism And Popular Culture,20,Level 4,Undergraduate,Semester 2 2021/22,Y,NE
P3624,Journalism And Popular Culture,20,Level 3,Undergraduate,Semester 2 2021/22,Y,NE
L5218,Key Concepts In Social Welfare,20,Level 2,Undergraduate,Semester 2 2021/22,Y,PE
EO305,Key Power Systems Concepts And Foundations,20,Level 3,Undergraduate,Semester 2 2021/22,N,EO
MS311,Knowledge And Innovation Management,20,Level 3,Undergraduate,Semester 2 2021/22,Y,PE
EC420,Labour Economics,20,Level 4,Undergraduate,Semester 2 2021/22,N,EO
EC511,Labour Economics,20,Level 5,Undergraduate,Semester 2 2021/22,N,EO
M9411,Labour Law,20,Level 4,Undergraduate,Semester 2 2021/22,N,PE
M9425,Labour Law (Clinical),20,Level 4,Undergraduate,Semester 2 2021/22,N,EO
X7214,Landscapes Of Social Research,20,Level 2,Undergraduate,Semester 2 2021/22,Y,EO
X7347,Language Awareness: Knowledge About Language,20,Level 3,Undergraduate,Semester 2 2021/22,N,NE
QQ309,Language In Business And Organisations,20,Level 3,Undergraduate,Semester 2 2021/22,Y,PE
M9412,Law Of Business Associations,20,Level 4,Undergraduate,Semester 2 2021/22,N,PE
M9481,Law Of Business Associations (Clinical),20,Level 4,Undergraduate,Semester 2 2021/22,N,EO
M9475,"Law, Architecture And Community",20,Level 4,Undergraduate,Semester 2 2021/22,Y,EO
M9480,"Law, Architecture And Community (Clinical)",20,Level 4,Undergraduate,Semester 2 2021/22,N,EO
M9407,"Law, Persons And Property",20,Level 4,Undergraduate,Semester 2 2021/22,N,NE
X7336,Leading And Developing The Professional Self,20,Level 3,Undergraduate,Semester 2 2021/22,N,NE
X7338,Leading And Managing Evidence Based Innovation And Quality,20,Level 5,Undergraduate,Semester 2 2021/22,N,NE
X3477,Learning On Placement,20,Level 4,Undergraduate,Semester 2 2021/22,N,NE
M9115,Legal Process,20,Level 1,Undergraduate,Semester 2 2021/22,Y,NE
M9119,Legal Process (Clinical),20,Level 1,Undergraduate,Semester 2 2021/22,N,NE
M9427,Legal Theory,20,Level 4,Undergraduate,Semester 2 2021/22,N,NE
M9470,Legal Theory (Honours) (Clinical),20,Level 4,Undergraduate,Semester 2 2021/22,N,EO
ME408,Light Weight Structures,10,Level 4,Undergraduate,Semester 2 2021/22,Y,PE
ME516,Light Weight Structures,10,Level 5,Undergraduate,Semester 2 2021/22,N,NE
QQ414,"Literature, Mind And Brain",20,Level 4,Undergraduate,Semester 2 2021/22,Y,NE
CS264,Logic,10,Level 2,Undergraduate,Semester 2 2021/22,N,NE
BE410,Lower Limb Prosthetic Design,20,Level 4,Undergraduate,Semester 2 2021/22,N,NE
CS457,Machine Learning,20,Level 4,Undergraduate,Semester 2 2021/22,N,NE
ME507,Machinery Diagnosis And Condition Monitoring,10,Level 5,Undergraduate,Semester 2 2021/22,Y,NE
QQ211,Making The Modern Human,20,Level 2,Undergraduate,Semester 2 2021/22,Y,EO
AG416,Management Accounting Theory And Practice,20,Level 4,Undergraduate,Semester 2 2021/22,N,EO
L5318,Management And Leadership In Integrated Services,20,Level 3,Undergraduate,Semester 2 2021/22,N,PE
MJ323,Management Of Cardiovascular Conditions,20,Level 3,Undergraduate,Semester 2 2021/22,N,NE
MP323,Management Of Cardiovascular Conditions,20,Level 3,Undergraduate,Semester 2 2021/22,Y,NE
MP428,Management Of Inflammatory Conditions,20,Level 4,Undergraduate,Semester 2 2021/22,N,NE
MJ324,Management Of Respiratory And Inflammatory Conditions,20,Level 3,Undergraduate,Semester 2 2021/22,N,NE
MP324,Management Of Respiratory And Inflammatory Conditions,20,Level 3,Undergraduate,Semester 2 2021/22,Y,NE
BE409,Management Of The Diabetic Foot,20,Level 4,Undergraduate,Semester 2 2021/22,N,NE
MS420,Management Science 4,20,Level 4,Undergraduate,Semester 2 2021/22,Y,PE
MS508,Management Science 4,20,Level 5,Undergraduate,Semester 2 2021/22,Y,EO
ME306,Management Skills Field Course,10,Level 3,Undergraduate,Semester 2 2021/22,N,NE
MG315,Managing Across Cultures And Frontiers,20,Level 3,Undergraduate,Semester 2 2021/22,Y,PE
MS211,Managing Business Processes And Information Systems,20,Level 2,Undergraduate,Semester 2 2021/22,Y,PE
OB305,Managing Change,20,Level 3,Undergraduate,Semester 2 2021/22,N,EO
OB103,Managing In A Global Environment,30,Level 1,Undergraduate,Semester 2 2021/22,N,PE
MK421,Managing Integrated Marketing Communications: Theory And Practice,20,Level 4,Undergraduate,Semester 2 2021/22,N,EO
OB304,Managing People For Innovation And Performance,20,Level 3,Undergraduate,Semester 2 2021/22,N,PE
