Class Catalogue - Class Search Results,,,,,,,
,,,,,,,
Search Type:,Class Search,,,,,,
Session:,Academic Year 2021/2022,,,,,,
Credit Scheme:,Strathclyde Standard 2003 and after,,,,,,
Classification:,Undergraduate,,,,,,
,,,,,,,
,,,,,,,
CODE,TITLE,CREDITS,LEVEL,UG/PG/CE,SEMESTER,EXCHANGE,ELECTIVE
CH214,Practical Organic And Inorganic Chemistry,20,Level 2,Undergraduate,Full Year 2021/2022,Y,NE
CH315,Practical Organic And Inorganic Chemistry,20,Level 3,Undergraduate,Full Year 2021/2022,Y,NE
CH218,"Practical Organic, Inorganic And Physical Chemistry And Safety",20,Level 2,Undergraduate,Full Year 2021/2022,N,NE
CH205,Practical Physical And Applied Chemistry And Chemical Analysis,20,Level 2,Undergraduate,Full Year 2021/2022,Y,NE
CH314,"Practical Physical, Applied And Drug Discovery Chemistry",20,Level 3,Undergraduate,Full Year 2021/2022,N,NE
CH313,"Practical Physical, Applied, Forensic And Analytical Chemistry",20,Level 3,Undergraduate,Full Year 2021/2022,Y,NE
CH306,Practical Preparative And Physical Chemistry,20,Level 3,Undergraduate,Full Year 2021/2022,N,NE
B1408,Practical Project In Physical Activity And Sport Development,20,Level 4,Undergraduate,Full Year 2021/2022,Y,NE
NM347,Principles And Application Of Marine Machinery,10,Level 3,Undergraduate,Full Year 2021/2022,N,PE
X3405,Principles And Policy In Practice 1,10,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X3462,Principles And Policy In Practice 1 (Gaelic Medium),10,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X3558,Principles And Policy In Practice 2 (Gaelic Medium),10,Level 5,Undergraduate,Full Year 2021/2022,N,NE
NM209,Principles Of Marine Design And Production,20,Level 2,Undergraduate,Full Year 2021/2022,Y,PE
94154,Principles Of Prosthetic And Orthotic Design 1,20,Level 1,Undergraduate,Full Year 2021/2022,Y,NE
94207,Principles Of Prosthetic And Orthotic Design 2,20,Level 2,Undergraduate,Full Year 2021/2022,Y,NE
CP310,Process Design And Simulation,20,Level 3,Undergraduate,Full Year 2021/2022,N,NE
CP216,"Process Engineering Knowledge, Skills And Behaviors 2",40,Level 2,Undergraduate,Full Year 2021/2022,N,NE
CP105,"Process Engineering Knowledge, Skills And Behaviours 1",60,Level 1,Undergraduate,Full Year 2021/2022,N,NE
CP324,"Process Process Engineering Knowledge, Skills And Behaviors 3",50,Level 3,Undergraduate,Full Year 2021/2022,N,NE
CP426,"Process Process Engineering Knowledge, Skills And Behaviors 4",40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
AB324,Professional Experience And Development,120,Level 3,Undergraduate,Full Year 2021/2022,N,NE
L5414,Professional Inquiry And Evidence Informed Practice - Dissertation,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X3479,Professional Skills - Professional Practice 1 (Gaelic Medium),40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X7462,Professional Skills: Curriculum And Pedagogy Art And Design 1,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X7463,Professional Skills: Curriculum And Pedagogy Biology With Science 1,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X3588,Professional Skills: Curriculum And Pedagogy Biology With Science 2 (Gm),40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X7464,Professional Skills: Curriculum And Pedagogy Business Education 1,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X7465,Professional Skills: Curriculum And Pedagogy Chemistry 1,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X7466,Professional Skills: Curriculum And Pedagogy Computing 1,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X7467,Professional Skills: Curriculum And Pedagogy English 1,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X7468,Professional Skills: Curriculum And Pedagogy French 1,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X7469,Professional Skills: Curriculum And Pedagogy French And German 1,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X7470,Professional Skills: Curriculum And Pedagogy French And Italian 1,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X7471,Professional Skills: Curriculum And Pedagogy French And Spanish 1,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X7472,Professional Skills: Curriculum And Pedagogy Gaelic 1,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X7473,Professional Skills: Curriculum And Pedagogy Geography 1,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X7474,Professional Skills: Curriculum And Pedagogy German 1,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X7475,Professional Skills: Curriculum And Pedagogy German And French 1,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X7476,Professional Skills: Curriculum And Pedagogy German And Italian 1,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X7477,Professional Skills: Curriculum And Pedagogy German And Spanish 1,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X3702,Professional Skills: Curriculum And Pedagogy German And Spanish 2 (Gm),40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X7478,Professional Skills: Curriculum And Pedagogy History 1,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X7458,Professional Skills: Curriculum And Pedagogy Home Economics 1,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X7479,Professional Skills: Curriculum And Pedagogy Italian 1,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X7480,Professional Skills: Curriculum And Pedagogy Italian And French 1,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X7481,Professional Skills: Curriculum And Pedagogy Italian And German 1,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X7482,Professional Skills: Curriculum And Pedagogy Italian And Spanish 1,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X7483,Professional Skills: Curriculum And Pedagogy Mandarin 1,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X7461,Professional Skills: Curriculum And Pedagogy Mathematics 1,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X7484,Professional Skills: Curriculum And Pedagogy Modern Studies 1,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X7485,Professional Skills: Curriculum And Pedagogy Music 1,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X7486,Professional Skills: Curriculum And Pedagogy Physical Education 1,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X7487,Professional Skills: Curriculum And Pedagogy Physics 1,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X7488,Professional Skills: Curriculum And Pedagogy Psychology 1,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X7489,Professional Skills: Curriculum And Pedagogy Rme 1,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X7490,Professional Skills: Curriculum And Pedagogy Spanish 1,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X7491,Professional Skills: Curriculum And Pedagogy Spanish And French 1,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X7492,Professional Skills: Curriculum And Pedagogy Spanish And German 1,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X7493,Professional Skills: Curriculum And Pedagogy Spanish And Italian 1,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X7456,Professional Skills: Curriculum And Pedagogy Technological Education 1,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X7460,Professional Skills: Professional Practice 1,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X9575,Professional Skills: Professional Practice 2,40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3583,Professional Skills: Professional Practice 2 (Gaelic Medium),40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3721,Professional Skills; Curriculum & Pedagogy Technological Education 2 Gm,40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3488,Professional Skills; Curriculum And Pedagogy Art And Design 1 (Gm),40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X9583,Professional Skills; Curriculum And Pedagogy Art And Design 2,40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3587,Professional Skills; Curriculum And Pedagogy Art And Design 2 (Gm),40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3495,Professional Skills; Curriculum And Pedagogy Biology 1 (Gm),40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X9584,Professional Skills; Curriculum And Pedagogy Biology With Science 2,40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3482,Professional Skills; Curriculum And Pedagogy Business Education 1 (Gm),40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X9585,Professional Skills; Curriculum And Pedagogy Business Education 2,40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3589,Professional Skills; Curriculum And Pedagogy Business Education 2 (Gm),40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3489,Professional Skills; Curriculum And Pedagogy Chemistry 1 (Gm),40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X3590,Professional Skills; Curriculum And Pedagogy Chemistry 2 (Gaelic Medium),40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X9586,Professional Skills; Curriculum And Pedagogy Chemistry With Science 2,40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3496,Professional Skills; Curriculum And Pedagogy Computer Education 1 (Gm),40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X9587,Professional Skills; Curriculum And Pedagogy Computing 2,40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3591,Professional Skills; Curriculum And Pedagogy Computing 2 (Gaelic Medium),40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3483,Professional Skills; Curriculum And Pedagogy English 1 (Gm),40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X9588,Professional Skills; Curriculum And Pedagogy English 2,40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3592,Professional Skills; Curriculum And Pedagogy English 2 (Gaelic Medium),40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3490,Professional Skills; Curriculum And Pedagogy French & German 1 (Gm),40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X9589,Professional Skills; Curriculum And Pedagogy French & German 2,40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3497,Professional Skills; Curriculum And Pedagogy French & Italian 1 (Gm),40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X9590,Professional Skills; Curriculum And Pedagogy French & Italian 2,40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3484,Professional Skills; Curriculum And Pedagogy French & Spanish 1 (Gm),40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X9591,Professional Skills; Curriculum And Pedagogy French & Spanish 2,40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3491,Professional Skills; Curriculum And Pedagogy French 1 (Gm),40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X9576,Professional Skills; Curriculum And Pedagogy French 2,40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3593,Professional Skills; Curriculum And Pedagogy French 2 (Gaelic Medium),40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3594,Professional Skills; Curriculum And Pedagogy French And German 2 (Gm),40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3595,Professional Skills; Curriculum And Pedagogy French And Italian 1 (Gm),40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3596,Professional Skills; Curriculum And Pedagogy French And Spanish 2 (Gm),40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3581,Professional Skills; Curriculum And Pedagogy Gaelic 2,40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3597,Professional Skills; Curriculum And Pedagogy Gaelic 2 (Gaelic Medium),40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3498,Professional Skills; Curriculum And Pedagogy Geography 1 (Gm),40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X9577,Professional Skills; Curriculum And Pedagogy Geography 2,40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3598,Professional Skills; Curriculum And Pedagogy Geography 2 (Gaelic Medium),40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3485,Professional Skills; Curriculum And Pedagogy German & French 1 (Gm),40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X9578,Professional Skills; Curriculum And Pedagogy German & French 2,40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3492,Professional Skills; Curriculum And Pedagogy German & Italian 1 (Gm),40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X9579,Professional Skills; Curriculum And Pedagogy German & Italian 2,40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3499,Professional Skills; Curriculum And Pedagogy German & Spanish 1 (Gm),40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X9580,Professional Skills; Curriculum And Pedagogy German & Spanish 2,40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3486,Professional Skills; Curriculum And Pedagogy German 1 (Gm),40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X9581,Professional Skills; Curriculum And Pedagogy German 2,40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3599,Professional Skills; Curriculum And Pedagogy German 2 (Gaelic Medium),40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3700,Professional Skills; Curriculum And Pedagogy German And French 2 (Gm),40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3701,Professional Skills; Curriculum And Pedagogy German And Italian (Gm),40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3493,Professional Skills; Curriculum And Pedagogy History 1 (Gm),40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X9582,Professional Skills; Curriculum And Pedagogy History 2,40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3703,Professional Skills; Curriculum And Pedagogy History 2 (Gaelic Medium),40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X7498,Professional Skills; Curriculum And Pedagogy Home Economics 1 (Gm),40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X3576,Professional Skills; Curriculum And Pedagogy Home Economics 2,40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3704,Professional Skills; Curriculum And Pedagogy Home Economics 2 (Gm),40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3487,Professional Skills; Curriculum And Pedagogy Italian & French 1 (Gm),40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X3577,Professional Skills; Curriculum And Pedagogy Italian & French 2,40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3494,Professional Skills; Curriculum And Pedagogy Italian & German 1 (Gm),40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X3578,Professional Skills; Curriculum And Pedagogy Italian & German 2,40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3481,Professional Skills; Curriculum And Pedagogy Italian & Spanish 1 (Gm),40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X3579,Professional Skills; Curriculum And Pedagogy Italian & Spanish 2,40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3580,Professional Skills; Curriculum And Pedagogy Italian 2,40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3705,Professional Skills; Curriculum And Pedagogy Italian 2 (Gaelic Medium),40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3706,Professional Skills; Curriculum And Pedagogy Italian And French 2 (Gm),40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3707,Professional Skills; Curriculum And Pedagogy Italian And German 2 (Gm),40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3708,Professional Skills; Curriculum And Pedagogy Italian And Spanish 2 (Gm),40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3610,Professional Skills; Curriculum And Pedagogy Mandarin 1 (Gm),40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X3563,Professional Skills; Curriculum And Pedagogy Mandarin 2,40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3709,Professional Skills; Curriculum And Pedagogy Mandarin 2 (Gaelic Medium),40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3611,Professional Skills; Curriculum And Pedagogy Mathematics 1 (Gm),40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X3564,Professional Skills; Curriculum And Pedagogy Mathematics 2,40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3710,Professional Skills; Curriculum And Pedagogy Mathematics 2 (Gm),40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3612,Professional Skills; Curriculum And Pedagogy Modern Studies 1 (Gm),40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X3565,Professional Skills; Curriculum And Pedagogy Modern Studies 2,40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3711,Professional Skills; Curriculum And Pedagogy Modern Studies 2 (Gm),40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3613,Professional Skills; Curriculum And Pedagogy Music 1 (Gm),40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X3566,Professional Skills; Curriculum And Pedagogy Music 2,40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3712,Professional Skills; Curriculum And Pedagogy Music 2 (Gaelic Medium),40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3614,Professional Skills; Curriculum And Pedagogy Physical Education 1 (Gm),40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X3567,Professional Skills; Curriculum And Pedagogy Physical Education 2,40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3713,Professional Skills; Curriculum And Pedagogy Physical Education 2 (Gm),40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3601,Professional Skills; Curriculum And Pedagogy Physics 1 (Gm),40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X3714,Professional Skills; Curriculum And Pedagogy Physics 2 (Gaelic Medium),40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3568,Professional Skills; Curriculum And Pedagogy Physics With Science 2,40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X7495,Professional Skills; Curriculum And Pedagogy Primary 1,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X3585,Professional Skills; Curriculum And Pedagogy Primary 1 (Gaelic Medium),40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X9592,Professional Skills; Curriculum And Pedagogy Primary 2,40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3586,Professional Skills; Curriculum And Pedagogy Primary 2 (Gaelic Medium),40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3602,Professional Skills; Curriculum And Pedagogy Psychology 1 (Gm),40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X3569,Professional Skills; Curriculum And Pedagogy Psychology 2,40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3715,Professional Skills; Curriculum And Pedagogy Psychology 2 (Gm),40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3603,Professional Skills; Curriculum And Pedagogy Rme 1 (Gm),40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X3570,Professional Skills; Curriculum And Pedagogy Rme 2,40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3716,Professional Skills; Curriculum And Pedagogy Rme 2 (Gaelic Medium),40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3604,Professional Skills; Curriculum And Pedagogy Spanish & French 1 (Gm),40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X3615,Professional Skills; Curriculum And Pedagogy Spanish & French 1 (Gm),40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X3571,Professional Skills; Curriculum And Pedagogy Spanish & French 2,40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3605,Professional Skills; Curriculum And Pedagogy Spanish & German 1 (Gm),40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X3572,Professional Skills; Curriculum And Pedagogy Spanish & German 2,40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3606,Professional Skills; Curriculum And Pedagogy Spanish & Italian 1 (Gm),40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X3573,Professional Skills; Curriculum And Pedagogy Spanish & Italian 2,40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3607,Professional Skills; Curriculum And Pedagogy Spanish 1 (Gm),40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X3574,Professional Skills; Curriculum And Pedagogy Spanish 2,40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3717,Professional Skills; Curriculum And Pedagogy Spanish 2 (Gaelic Medium),40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3718,Professional Skills; Curriculum And Pedagogy Spanish And French (Gm),40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3719,Professional Skills; Curriculum And Pedagogy Spanish And German 2 (Gm),40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3720,Professional Skills; Curriculum And Pedagogy Spanish And Italian 2 (Gm),40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3609,Professional Skills; Curriculum And Pedagogy Technological Ed 1 (Gm,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X3608,Professional Skills; Curriculum And Pedagogy Technological Ed 1 (Gm),40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X3575,Professional Skills; Curriculum And Pedagogy Technological Education 2,40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X7450,Professional Specialisation,10,Level 4,Undergraduate,Full Year 2021/2022,Y,NE
X3401,Professional Specialisation 1,10,Level 4,Undergraduate,Full Year 2021/2022,Y,NE
X3464,Professional Specialisation 1 (Gaelic Medium),10,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X3501,Professional Specialisation 2,10,Level 5,Undergraduate,Full Year 2021/2022,N,NE
X3560,Professional Specialisation 2 (Gaelic Medium),10,Level 5,Undergraduate,Full Year 2021/2022,N,NE
CS112,Programming 1 (Ga),30,Level 1,Undergraduate,Full Year 2021/2022,N,NE
CS251,Programming 2 (Ga),30,Level 2,Undergraduate,Full Year 2021/2022,N,NE
CS105,Programming Foundations,20,Level 1,Undergraduate,Full Year 2021/2022,Y,PE
19496,Project,40,Level 4,Undergraduate,Full Year 2021/2022,Y,NE
MM501,Project,40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
PH450,Project,40,Level 4,Undergraduate,Full Year 2021/2022,Y,NE
PH570,Project,100,Level 5,Undergraduate,Full Year 2021/2022,Y,NE
40480,Project (Accounting - Bsc),20,Level 4,Undergraduate,Full Year 2021/2022,N,NE
40490,Project (Finance - Bsc),20,Level 4,Undergraduate,Full Year 2021/2022,N,NE
48490,Project (Management Science - Bsc),20,Level 4,Undergraduate,Full Year 2021/2022,N,NE
CH302,Project (One Semester),60,Level 3,Undergraduate,Full Year 2021/2022,N,NE
CH303,Project (Two Semesters),120,Level 3,Undergraduate,Full Year 2021/2022,N,NE
16477,Project B For Exchange Students (4cr),40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
OB301,Project Management,60,Level 3,Undergraduate,Full Year 2021/2022,N,NE
OB307,Project Management,40,Level 3,Undergraduate,Full Year 2021/2022,N,PE
94161,Prosthetic And Orthotic Professional And Technical Skills,20,Level 1,Undergraduate,Full Year 2021/2022,N,NE
94208,Prosthetic And Orthotic Sciences 2,60,Level 2,Undergraduate,Full Year 2021/2022,N,NE
X7451,Protecting And Safegaurding Children: Role Of The Primary Teacher,10,Level 4,Undergraduate,Full Year 2021/2022,N,NE
X7212,Protecting Scotland'S Children,20,Level 2,Undergraduate,Full Year 2021/2022,N,PE
OS100,Psychology And Ageing,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
C8426,Psychology Dissertation,40,Level 4,Undergraduate,Full Year 2021/2022,N,EO
C8427,Psychology Dissertation - Joint Honours,20,Level 4,Undergraduate,Full Year 2021/2022,N,EO
C8437,Psychology Work Placement,20,Level 4,Undergraduate,Full Year 2021/2022,N,EO
PH184,Quantum Physics And Electromagnetism,20,Level 1,Undergraduate,Full Year 2021/2022,N,PE
PH284,Quantum Physics And Electromagnetism,20,Level 2,Undergraduate,Full Year 2021/2022,N,NE
PH384,Quantum Physics And Electromagnetism,20,Level 3,Undergraduate,Full Year 2021/2022,Y,NE
OS177,"Read, Write And Perform Poetry 1",10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
OS178,"Read, Write And Perform Poetry 2",10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
EE317,Renewable Energy Technologies,20,Level 3,Undergraduate,Full Year 2021/2022,Y,NE
B6640,Research Investigation,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
OB306,Research Methods For Business,20,Level 3,Undergraduate,Full Year 2021/2022,N,PE
CH452,Research Placement,80,Level 4,Undergraduate,Full Year 2021/2022,N,NE
MP507,Research Project,40,Level 5,Undergraduate,Full Year 2021/2022,N,NE
BM335,Research Project In Biomolecular Science,60,Level 3,Undergraduate,Full Year 2021/2022,N,NE
B1479,Research Project In Physical Activity For Health,20,Level 4,Undergraduate,Full Year 2021/2022,N,NE
BM509,Research Topics In Biochemistry,20,Level 5,Undergraduate,Full Year 2021/2022,N,NE
BM510,Research Topics In Immunology,20,Level 5,Undergraduate,Full Year 2021/2022,N,NE
BM511,Research Topics In Microbiology,20,Level 5,Undergraduate,Full Year 2021/2022,N,NE
BM515,Research Topics In Pharmacology,20,Level 5,Undergraduate,Full Year 2021/2022,N,NE
EE474,Robotics: Systems And Control,20,Level 4,Undergraduate,Full Year 2021/2022,Y,PE
OS181,Russian 1a,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
OS156,Russian 1b,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
OS182,Russian 2,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
X7424,Science In The Primary School,10,Level 4,Undergraduate,Full Year 2021/2022,N,EO
R4449,"Shaping Spain: Ideas, Belief And Identity",10,Level 4,Undergraduate,Full Year 2021/2022,Y,PE
EE320,Signals And Communications Systems,20,Level 3,Undergraduate,Full Year 2021/2022,Y,NE
L2432,Single Honours Politics And International Relations Dissertation,40,Level 4,Undergraduate,Full Year 2021/2022,N,NE
B6232,Slp2: Developmental And Acquired Language Disorders,20,Level 2,Undergraduate,Full Year 2021/2022,N,NE
X7433,Social Issues In Education,20,Level 4,Undergraduate,Full Year 2021/2022,Y,PE
X7435,Social Research Methods,10,Level 4,Undergraduate,Full Year 2021/2022,N,PE
OS715,Sociology Of Crime,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
CS323,Software Engineering For Digital And Technology Solutions,10,Level 3,Undergraduate,Full Year 2021/2022,N,NE
CL217,Soil Mechanics,20,Level 2,Undergraduate,Full Year 2021/2022,N,NE
EO206,Soils And Water 2,20,Level 2,Undergraduate,Full Year 2021/2022,N,NE
OS095,Spanish 1a,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
OS096,Spanish 1b,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
OS192,Spanish 2,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
OS193,Spanish 3,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
OS202,Spanish 4,10,Level 1,Undergraduate,Full Year 2021/2022,N,NE
R4498,Spanish Dissertation,20,Level 4,Undergraduate,Full Year 2021/2022,N,NE
R4502,Spanish Honours Spoken Language,20,Level 4,Undergraduate,Full Year 2021/2022,N,NE
R4501,Spanish Honours Written Language,20,Level 4,Undergraduate,Full Year 2021/2022,N,NE
AB421,Special Study Project 4,20,Level 4,Undergraduate,Full Year 2021/2022,Y,NE
B1371,Special Topics In Sport And Physical Activity,20,Level 3,Undergraduate,Full Year 2021/2022,N,NE
BE209,Sports Biomechanics,20,Level 2,Undergraduate,Full Year 2021/2022,N,PE
DM206,Sports Engineering,20,Level 2,Undergraduate,Full Year 2021/2022,Y,PE
