Module Title,Degree Level,SDG1,SDG2,SDG3,SDG4,SDG5,SDG6,SDG7,SDG8,SDG9,SDG10,SDG11,SDG12,SDG13,SDG14,SDG15,SDG16,SDG17
Additional elective options,Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Education Studies (MSc)
"Globalisation, Society And Education Policy",Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Thinking about education,Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Frameworks for Understanding Learning,Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Philosophy of Technology And Education,Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Education And Self-Formation in Cultural Contexts,Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO
Putting Theory into Practice,Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Professionalism and Professional learning,Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Alternative Education,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Philosophy of Technology and Education,Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Educational Issues & Impact (PgCert)
Educational Perspectives And Policies,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Principles And Policy in Practice,Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Professional Specialisation,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Professional Project,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Educational Leadership (MEd)
"Leadership for Equity, Inclusion And Social Justice",Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO
Strategic Leadership,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO
Work-based project,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Electrical Power & Energy Systems (MSc)
Sensor Technologies,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
"Power Electronics Devices, Drives and Machines",Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Electronic & Electrical Engineering (MSc)
Energy Systems Innovation (MSc)
Project Scoping,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
Systems Engineering Concepts,Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO
Knowledge And Information Management for Engineers,Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Engineering Management for Process Excellence (MSc)
Performance Measurement And Management (10 credits),Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
"People, Organisation And Technology (10 credits)",Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Spreadsheet Modelling And Demand Forecasting (10 credits),Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
"Entrepreneurship, Innovation & Technology (MSc)"
Creativity And Venture Planning,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Mindset Lab,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
"Issues And Trends in Entrepreneurship, Innovation And Technology",Postgraduate taught,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO
Data Lab,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Strategic Innovation Management,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO
Entrepreneurial Finance,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO
Social Entrepreneurship,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO
Internationalisation And Growth,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Disruptive Technologies,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO
Virtual Incubator Project,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO
Environmental Engineering (MSc)
Environmental Geochemistry*,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Principles of Environmental Microbiology*,Postgraduate taught,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
International Environmental Law,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO
Hydrogeology*,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Water And Environmental Management*,Postgraduate taught,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO
"Work, Wellbeing and New Technology",Postgraduate taught,NO,NO,YES,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO
Public Health Studies*,Postgraduate taught,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
Geographical Information Systems,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Environmental Entrepreneurship (MSc)
"Entrepreneurship, Innovation And Commercialisations",Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO
New Venture Creation (Spring School),Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Sustainable Product Design And Manufacturing,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO
Finance (MSc)
Fixed Income Analysis,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Equity Analysis,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,YES,NO,YES,NO
Financial Modelling with Excel,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Case study/ Literature Review,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Finance & Management (MSc)
Managing in Europe,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO
Project Methodology,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO
Project 1; Finance And Project 2; Management,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Financial Technology (MSc)
Programming for Fintech,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Becoming an Effective Technology Analyst,Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
"FinTech Innovations, Applications And Considerations",Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO
Finance Project,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Management Science Project,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Forensic Science (MSc)
Professional And Career Skills,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Essentials in Forensic Science,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Essentials of Forensic Science; Practical,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Practical Crime Scene Exercise,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
Forensic Biology 1,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Forensic Biology 2,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
Forensic Chemistry 1,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Forensic Chemistry 2,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
Practical Examination in Optional Classes,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
"Genealogical, Palaeographic & Heraldic Studies (MSc/PgDip/PgCert)"
Professional Practice And Methodologies,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO
"Repositories, Geography And Administration",Postgraduate taught,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Civil And Church Records,Postgraduate taught,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Family History Studies And Overseas Records,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO
"Property, Law And Inheritance",Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO
Heraldry And Latin,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
"Genealogy, Heraldry And Social History 2",Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Methods of Professional Enquiry And Project,Postgraduate taught,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
"Documents, Palaeography And Research Studies",Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Professional Enquiry And Development Leading to a Dissertation,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Global Environmental Law & Governance (LLM)
International Environmental Law 1,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
Global Environmental Law; Issues of Sustainability and Equity,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO
Legal Research,Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
EU Environmental Law,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
International Climate Change Law,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO
Oceans Governance And the Law of the Sea,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
International Environmental Law 2,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO
"Health Analysis, Policy & Management (MSc)"
Becoming an Effective Health Analyst,Postgraduate taught,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Managing Healthcare Operations,Postgraduate taught,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Health Economics and Evaluation,Postgraduate taught,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
Foundations of Operations Research and Business Analysis,Postgraduate taught,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Spreadsheet Modelling and Demand Forecasting,Postgraduate taught,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
"Health systems performance, financing and innovation",Postgraduate taught,NO,NO,YES,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO
Summer project,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Effective Statistical Consulting,Postgraduate taught,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
"History, Health And Heritage (from 2020-21 entry)",Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO
"Governing Highs And Health; History And the Control of Drugs, c.1800-1945",Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
Health History (MSc/PgDip/PgCert)
"Research Skills, Sources And Methods for Historians.",Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
"Pharmaceuticals, Ethics and Health; 1800-1980",Postgraduate taught,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Health And Healthcare in the Long 19th Century,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
"Medicine and Warfare, 1800-2000",Postgraduate taught,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
"Medicine, Health And the Moving Image",Postgraduate taught,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
Food and Health in the West during the 20th Century,Postgraduate taught,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
"Gender, Health and Modern Medicine Since 1800",Postgraduate taught,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Work Placement in History,Postgraduate taught,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Medicine And Madness; Psychiatry in the Nineteenth And Twentieth Centuries,Postgraduate taught,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Media And Health,Postgraduate taught,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Historical Studies (MSc/PgDip)
"Research skills, sources and methods for Historians",Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
"Britain, France and the United States, 1945-1958; Diplomacy, Strategy and Alliance",Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
"Nationalism and Nation-states in the Arab Middle East, 1900-1945",Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
"Palaeography, c1500-c1800",Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
"War, Sacrifice and the Nation in Europe, 1789-1918",Postgraduate taught,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO
Transnational Radicalism and the Irish World; 1845-1923,Postgraduate taught,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO
"Plantations by Land and Sea; British imperial projects in the Atlantic and Indian Oceans, 1590-1720",Postgraduate taught,YES,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO
Scotland and Ulster in the early Modern North Atlantic World,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO
"Segregation, Migration and War; African-Americans 1910-1930",Postgraduate taught,YES,NO,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO
"Race, War and Colonialism; France 1914-44",Postgraduate taught,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Human Resource Management (MSc)
Business Skills,Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO
Contemporary Employment Relations,Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Critical Issues in HRM,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Employee Reward,Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
HRM in a Business Context,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO
"Leading, Managing and Developing People",Postgraduate taught,NO,NO,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
People Resourcing,Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
Labour and Diversity in a Global Context,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Managing HR in multinationals,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
Intensive classes offered at the Business School’s Spring School,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Human Resource Management (part-time) (MSc/PgDip)
Human Rights Law (LLM/PgDip/PgCert)
European Human Rights Law,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO
Human Rights Protection in the UK,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO
International Migration Law,Postgraduate taught,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO
Business and Human Rights,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,YES,NO
International Criminal Justice,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
Theory and Principles of Conflict Resolution,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
Punishment and Processes of Penal Change,Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
Childhood and Crime,Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
"Surveillance, Technology and Crime Control",Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO
Hydrogeology (MSc)
Aquifer Mechanics*,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Groundwater Flow Modelling*,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Engineering Hydrology*,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO
Isotope Hydrogeology*,Postgraduate taught,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO
Vertically Integrated Project - Water and International Development 1,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Vertically Integrated Project - Water and International Development 2,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Industrial Biotechnology (MSc)
Bioprocessing (University of Strathclyde),Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO
Applied Biocatalysis (University of Strathclyde),Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO
Synthetic Biology (University of Glasgow),Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Downstream Processing (Heriot Watt University),Postgraduate taught,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO
Big Data Fundamentals (University of Strathclyde),Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Introduction to Bioinformatics for Life Scientists (University of Edinburgh),Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
"Blue Biotechnology (The Scottish Association for Marine Science, University of the Highlands And Islands﻿)",Postgraduate taught,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO
Renewable Energy Technologies (Abertay University),Postgraduate taught,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Circular Economy and Transformations Towards Sustainability (University of Strathclyde),Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO
Understanding the Regulatory Environment of Bioprocessing Industries (Glasgow Caledonian University),Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Advanced Project Management (University of Strathclyde),Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Food Commodities and Sustainability (Glasgow Caledonian University),Postgraduate taught,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Food Microbiology and Biotechnology (Glasgow Caledonian University),Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO
Industrial Biotechnology Research Project,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO
Information & Library Studies (MSc/PgDip)
Organisation of Knowledge,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Information Law,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
Library Technology And Systems,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Human Information Behaviour,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Information Analysis,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
"Libraries, Information And Society",Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Information Management (MSc/PgDip)
Business Analysis,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Database And Web Systems Development,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Innovation & Marketing Management (MSc)
Strategic Marketing Management,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
International Marketing Research,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Strategic Technology Management,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Supply Chain Operations,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Marketing Works; Group Consultancy Project,Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Product Costing And Financial Management,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO
Management of Innovation,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO
Strategic Procurement Management,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Design Methods,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Management of Total Quality and Continuous Improvement,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
International Services Marketing,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Export Marketing,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
B2B and Key Account Management,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO
Interdisciplinary English Studies (MLitt/PgDip/PgCert)
Research Skills And Methods in Humanities,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Making And Unmaking British Literature 1880 - 1950,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO
Narrative processing across Languages and Cultures,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO
Introduction to Intercultural Communication,Postgraduate taught,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO
Advanced Topics in Interdisciplinary English Studies,Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
English Studies Research Placement,Postgraduate taught,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
